,0,0
0,-0.0,0.4477777777777779
1,-0.0,0.12777777777777777
2,0.008333333333333333,0.09555555555555556
3,-0.0,0.09444444444444444
4,-0.0,0.08333333333333334
5,-0.0,0.09555555555555556
6,-0.0,0.09555555555555555
7,0.0029411764705882353,0.08444444444444445
8,-0.0,0.09555555555555555
9,0.004651162790697674,0.10555555555555556
10,0.019148936170212766,0.11666666666666665
11,0.02745098039215686,0.12666666666666665
12,0.03636363636363637,0.12666666666666665
13,0.03833333333333333,0.10666666666666666
14,0.0515625,0.10666666666666669
15,0.07794117647058824,0.13666666666666666
16,0.057534246575342465,0.09555555555555557
17,0.062337662337662345,0.10666666666666666
18,0.06049382716049383,0.09444444444444444
19,0.06744186046511627,0.10666666666666666
